date,pred_ret_1d,pred_ret_5d,logvar_1d,pred_direction,actual_ret_1d,actual_direction,correct,strategy_pnl,cumulative_pnl,cumulative_buy_hold
2026-02-17,-0.016220,-0.001398,-0.845227,-1,0.007439,1,0,-0.007439,0.128853,-0.017324
2026-02-18,-0.021616,-0.007567,-0.863102,-1,-0.003837,-1,1,0.003837,0.132690,-0.021161
2026-02-19,-0.030957,-0.015079,-0.863286,-1,0.008810,1,0,-0.008810,0.123880,-0.012351
2026-02-20,-0.010537,-0.012586,-0.789152,-1,-0.012229,-1,1,0.012229,0.136109,-0.024580
2026-02-23,-0.002566,0.006085,-0.941565,-1,0.010684,1,0,-0.010684,0.125425,-0.013896
2026-02-24,-0.013563,-0.015813,-0.837063,-1,0.014389,1,0,-0.014389,0.111036,0.000493
2026-02-25,-0.006903,-0.003586,-0.867902,-1,-0.012138,-1,1,0.012138,0.123174,-0.011645
2026-02-26,-0.001942,-0.003122,-0.874092,-1,-0.003206,-1,1,0.003206,0.126380,-0.014850
2026-02-27,-0.015954,-0.002384,-0.912163,-1,0.001316,1,0,-0.001316,0.125063,-0.013534
2026-03-02,-0.024755,-0.009081,-0.756336,-1,-0.010763,-1,1,0.010763,0.135827,-0.024297
2026-03-03,-0.006243,-0.017840,-0.841771,-1,0.015128,1,0,-0.015128,0.120699,-0.009169
2026-03-04,-0.014055,-0.023054,-0.865354,-1,-0.003017,-1,1,0.003017,0.123716,-0.012187
2026-03-05,-0.011362,-0.009572,-0.852247,-1,-0.015158,-1,1,0.015158,0.138873,-0.027344
2026-03-06,-0.007969,-0.007559,-0.873005,-1,0.013267,1,0,-0.013267,0.125606,-0.014077
2026-03-09,-0.002341,-0.009871,-0.842627,-1,0.000016,1,0,-0.000016,0.125590,-0.014060
2026-03-10,0.005738,-0.005251,-0.855595,1,-0.000132,-1,0,-0.000132,0.125458,-0.014192
2026-03-11,0.005380,-0.012937,-0.804637,1,-0.017312,-1,0,-0.017312,0.108146,-0.031504
2026-03-12,0.012061,-0.011299,-0.792588,1,-0.005945,-1,0,-0.005945,0.102201,-0.037449
2026-03-13,-0.001382,-0.046092,-0.755827,-1,0.011155,1,0,-0.011155,0.091046,-0.026294
2026-03-16,-0.007388,-0.037226,-0.745637,-1,0.004868,1,0,-0.004868,0.086178,-0.021426
2026-03-17,-0.007678,-0.062442,-0.795946,-1,-0.014038,-1,1,0.014038,0.100215,-0.035463
2026-03-18,0.003337,-0.033701,-0.845091,1,-0.003165,-1,0,-0.003165,0.097050,-0.038629
2026-03-19,-0.007026,-0.022769,-0.792041,-1,-0.018655,-1,1,0.018655,0.115705,-0.057283
2026-03-20,-0.001980,-0.008202,-0.850259,-1,0.011414,1,0,-0.011414,0.104291,-0.045870
2026-03-23,-0.001645,-0.000255,-0.809116,-1,-0.006860,-1,1,0.006860,0.111151,-0.052730
2026-03-24,-0.003782,-0.003821,-0.824979,-1,0.006554,1,0,-0.006554,0.104597,-0.046176
2026-03-25,-0.004364,0.020606,-0.810971,-1,-0.024157,-1,1,0.024157,0.128755,-0.070333
2026-03-26,-0.002243,0.017229,-0.831152,-1,-0.019730,-1,1,0.019730,0.148485,-0.090063
2026-03-27,0.004625,-0.006698,-0.907732,1,-0.007673,-1,0,-0.007673,0.140812,-0.097736
2026-03-30,0.010982,-0.005143,-0.904516,1,0.033293,1,1,0.033293,0.174105,-0.064443
2026-03-31,-0.005910,-0.012481,-0.807963,-1,0.012277,1,0,-0.012277,0.161828,-0.052165
2026-04-01,0.006157,-0.014827,-0.771466,1,0.001146,1,1,0.001146,0.162974,-0.051019
2026-04-02,-0.000579,-0.012947,-0.905567,-1,0.005999,1,0,-0.005999,0.156975,-0.045020
2026-04-06,0.000850,0.010292,-0.921912,1,0.000153,1,1,0.000153,0.157128,-0.044867
2026-04-07,0.002892,0.006375,-0.901980,1,0.029299,1,1,0.029299,0.186426,-0.015568
2026-04-08,0.003460,0.024119,-0.889080,1,0.006742,1,1,0.006742,0.193168,-0.008826
2026-04-09,0.004372,0.029827,-0.884643,1,0.001441,1,1,0.001441,0.194609,-0.007385
2026-04-10,0.006027,0.032784,-0.874420,1,0.010289,1,1,0.010289,0.204899,0.002904
2026-04-13,0.008407,0.020682,-0.870335,1,0.017994,1,1,0.017994,0.222893,0.020898
2026-04-14,0.010212,0.018060,-0.863924,1,0.013902,1,1,0.013902,0.236795,0.034801
2026-04-15,0.005087,0.004670,-0.871636,1,0.004805,1,1,0.004805,0.241600,0.039605
2026-04-16,0.003206,-0.004613,-0.866502,1,0.012999,1,1,0.012999,0.254599,0.052605
2026-04-17,0.002631,0.006363,-0.846855,1,-0.003180,-1,0,-0.003180,0.251419,0.049425
2026-04-20,0.000289,0.008238,-0.859675,1,-0.003811,-1,0,-0.003811,0.247609,0.045614
2026-04-21,0.003278,0.007477,-0.862325,1,0.016592,1,1,0.016592,0.264201,0.062206
2026-04-22,0.003506,-0.003202,-0.848486,1,-0.005649,-1,0,-0.005649,0.258552,0.056558
2026-04-23,0.002783,0.006802,-0.845456,1,,0,0,,0.258552,0.056558
2026-04-24,0.004916,-0.014725,-0.826133,1,,0,0,,0.258552,0.056558
2026-04-27,0.005147,-0.016095,-0.835197,1,,0,0,,0.258552,0.056558
2026-04-28,0.009251,-0.001801,-0.828161,1,,0,0,,0.258552,0.056558
2026-04-29,0.011887,-0.007049,-0.842987,1,,0,0,,0.258552,0.056558
