feature,domain,baseline_sharpe,permuted_sharpe,sharpe_drop,rank
dxy_logret_1d,fx_macro,1.503600,1.503600,0.000000,135
dxy_logret_20d,fx_macro,1.503600,1.503600,0.000000,136
gold_logret_20d,commodities,1.503600,1.503600,0.000000,137
silver_logret_1d,commodities,1.503600,1.503600,0.000000,138
wti_logret_1d,commodities,1.503600,1.503600,0.000000,139
copper_logret_1d,commodities,1.503600,1.503600,0.000000,140
copper_logret_5d,commodities,1.503600,1.503600,0.000000,141
copper_logret_20d,commodities,1.503600,1.503600,0.000000,142
eurusd_logret_1d,fx_macro,1.503600,1.503600,0.000000,143
eurusd_logret_5d,fx_macro,1.503600,1.503600,0.000000,144
eurusd_logret_20d,fx_macro,1.503600,1.503600,0.000000,145
usdjpy_logret_1d,fx_macro,1.503600,1.503600,0.000000,146
usdjpy_logret_20d,fx_macro,1.503600,1.503600,0.000000,147
gold_over_qqq,commodities,1.503600,1.503600,0.000000,148
copper_gold_ratio,commodities,1.503600,1.503600,0.000000,149
spy_logret_5d,benchmarks,1.503600,1.503600,0.000000,150
qqq_over_spy,qqq_primary,1.503600,1.503600,0.000000,151
dia_logret_5d,benchmarks,1.503600,1.503600,0.000000,152
qqq_over_dia,qqq_primary,1.503600,1.503600,0.000000,153
iwm_logret_5d,benchmarks,1.503600,1.503600,0.000000,154
qqq_over_iwm,qqq_primary,1.503600,1.503600,0.000000,155
qqq_over_iwm_5d,qqq_primary,1.503600,1.503600,0.000000,156
efa_logret_5d,benchmarks,1.503600,1.503600,0.000000,157
qqq_over_efa,qqq_primary,1.503600,1.503600,0.000000,158
qqq_over_efa_5d,qqq_primary,1.503600,1.503600,0.000000,159
eem_logret_5d,benchmarks,1.503600,1.503600,0.000000,160
qqq_over_eem,qqq_primary,1.503600,1.503600,0.000000,161
qqq_over_eem_5d,qqq_primary,1.503600,1.503600,0.000000,162
sec_xlk_logret_5d,sectors,1.503600,1.503600,0.000000,163
sec_xlf_logret_5d,sectors,1.503600,1.503600,0.000000,164
sec_xlv_logret_5d,sectors,1.503600,1.503600,0.000000,165
sec_xly_logret_5d,sectors,1.503600,1.503600,0.000000,166
sec_xle_logret_5d,sectors,1.503600,1.503600,0.000000,167
sec_xli_logret_5d,sectors,1.503600,1.503600,0.000000,168
sec_xlb_logret_5d,sectors,1.503600,1.503600,0.000000,169
sector_dispersion_5d,sectors,1.503600,1.503600,0.000000,170
xlk_minus_xlp_5d,sectors,1.503600,1.503600,0.000000,171
n225_logret_5d,intl_risk,1.503600,1.503600,0.000000,172
dax_logret_5d,intl_risk,1.503600,1.503600,0.000000,173
hsi_logret_5d,intl_risk,1.503600,1.503600,0.000000,174
qqq_over_ixic,qqq_primary,1.503600,1.503600,0.000000,175
soxx_logret_5d,industry_tilts,1.503600,1.503600,0.000000,176
soxx_logret_20d,industry_tilts,1.503600,1.503600,0.000000,177
qqq_over_soxx_5d,qqq_primary,1.503600,1.503600,0.000000,178
smh_logret_5d,industry_tilts,1.503600,1.503600,0.000000,179
smh_logret_20d,industry_tilts,1.503600,1.503600,0.000000,180
qqq_over_smh_5d,qqq_primary,1.503600,1.503600,0.000000,181
ibb_logret_5d,industry_tilts,1.503600,1.503600,0.000000,182
ibb_logret_20d,industry_tilts,1.503600,1.503600,0.000000,183
agg_logret_5d,bonds_credit,1.503600,1.503600,0.000000,184
agg_logret_20d,bonds_credit,1.503600,1.503600,0.000000,185
lag_ret_1d,autoregressive,1.503600,1.503600,0.000000,186
lag_ret_2d,autoregressive,1.503600,1.503600,0.000000,187
lag_ret_5d,autoregressive,1.503600,1.503600,0.000000,188
var_ratio_5_1,autoregressive,1.503600,1.503600,0.000000,189
var_ratio_20_1,autoregressive,1.503600,1.503600,0.000000,190
dd_from_252max,autoregressive,1.503600,1.503600,0.000000,191
dow_mon,calendar,1.503600,1.503600,0.000000,192
dow_tue,calendar,1.503600,1.503600,0.000000,193
dow_thu,calendar,1.503600,1.503600,0.000000,194
month,calendar,1.503600,1.503600,0.000000,195
month_sin,calendar,1.503600,1.503600,0.000000,196
month_cos,calendar,1.503600,1.503600,0.000000,197
dec_effect,calendar,1.503600,1.503600,0.000000,198
turn_of_month,calendar,1.503600,1.503600,0.000000,199
santa_rally,calendar,1.503600,1.503600,0.000000,200
fomc_week,calendar,1.503600,1.503600,0.000000,201
fomc_day,calendar,1.503600,1.503600,0.000000,202
opex_friday,calendar,1.503600,1.503600,0.000000,203
qqq_over_dia_5d,qqq_primary,1.503600,1.808500,-0.304800,204
sector_dispersion_20d,sectors,1.503600,1.808500,-0.304800,205
