date,ensemble_signal,pred_direction,actual_ret_1d,correct,strategy_pnl,cumulative_pnl,cumulative_buy_hold
2026-03-27,0.003869,1,-0.007673,0,-0.007673,-0.035950,-0.109920
2026-03-30,0.011844,1,0.033293,1,0.033293,-0.002657,-0.076627
2026-03-31,0.012234,1,0.012277,1,0.012277,0.009620,-0.064350
2026-04-01,0.003680,1,0.001146,1,0.001146,0.010766,-0.063204
2026-04-02,0.000362,1,0.005999,1,0.005999,0.016765,-0.057205
2026-04-06,0.001240,1,0.000153,1,0.000153,0.016918,-0.057052
2026-04-07,-0.002047,-1,0.029299,0,-0.029299,-0.012381,-0.027753
2026-04-08,-0.000060,-1,0.006742,0,-0.006742,-0.019123,-0.021011
2026-04-09,0.005399,1,0.001441,1,0.001441,-0.017682,-0.019570
2026-04-10,0.004977,1,0.010289,1,0.010289,-0.007393,-0.009281
2026-04-13,0.003931,1,0.017994,1,0.017994,0.010601,0.008713
2026-04-14,0.000451,1,0.013902,1,0.013902,0.024503,0.022615
2026-04-15,-0.001518,-1,0.004805,0,-0.004805,0.019698,0.027420
2026-04-16,0.000791,1,0.012999,1,0.012999,0.032697,0.040419
2026-04-17,-0.000008,-1,-0.003180,1,0.003180,0.035877,0.037239
2026-04-20,0.000190,1,-0.003811,0,-0.003811,0.032066,0.033428
2026-04-21,0.002532,1,0.016592,1,0.016592,0.048658,0.050020
2026-04-22,0.002302,1,-0.005649,0,-0.005649,0.043009,0.044371
